               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.060172,            0.052924,            0.048467,             0.32653,             0.73212,             0.49101,             0.23843,            0.036157,            0.048454,            0.038355,           0.0036191,           0.0036191,            0.043719
                 150,            0.054614,            0.054673,            0.042403,             0.27939,             0.74115,             0.37163,             0.19708,            0.043487,            0.047856,            0.038215,            0.003618,            0.003618,            0.043318
                 151,            0.049876,            0.049788,             0.03917,             0.51741,             0.51617,             0.43307,             0.27371,            0.037275,            0.047187,            0.038156,           0.0036166,           0.0036166,            0.042917
                 152,             0.05551,            0.059948,            0.046713,             0.36579,             0.76218,             0.50945,             0.33377,            0.031628,            0.043898,            0.037922,           0.0036148,           0.0036148,            0.042515
                 153,            0.069893,            0.054681,            0.052847,             0.22834,             0.69816,             0.36496,             0.19613,            0.044589,             0.05118,            0.037742,           0.0036127,           0.0036127,            0.042113
                 154,            0.076341,            0.047338,             0.05502,             0.31625,             0.71801,             0.40437,             0.26935,            0.041834,            0.046659,             0.03758,           0.0036103,           0.0036103,             0.04171
                 155,            0.061147,            0.047554,            0.048968,             0.36246,             0.66215,             0.47244,             0.28243,            0.040291,            0.046684,            0.037397,           0.0036076,           0.0036076,            0.041308
                 156,            0.060356,            0.051073,              0.0466,             0.36754,             0.74431,             0.53572,             0.36131,            0.038236,             0.04566,            0.037321,           0.0036045,           0.0036045,            0.040905
                 157,            0.053286,            0.050964,            0.044315,             0.39459,              0.7179,             0.54925,             0.37567,            0.036006,            0.045026,            0.037196,           0.0036011,           0.0036011,            0.040501
                 158,             0.06377,            0.048665,            0.049776,             0.40166,             0.74072,             0.57943,             0.35441,            0.033208,            0.045273,            0.036921,           0.0035975,           0.0035975,            0.040097
                 159,            0.075564,            0.053905,            0.056466,             0.34058,             0.73575,              0.4477,             0.27802,            0.044961,            0.048781,            0.036646,           0.0035935,           0.0035935,            0.039693
                 160,            0.051984,            0.045863,            0.040614,             0.36236,             0.73239,             0.51141,             0.30728,            0.036643,            0.046937,            0.036573,           0.0035892,           0.0035892,            0.039289
                 161,            0.053113,            0.049501,            0.046392,             0.53394,             0.51166,             0.56756,             0.32006,            0.035318,            0.046561,            0.036206,           0.0035845,           0.0035845,            0.038885
                 162,            0.065589,            0.050739,            0.050114,             0.30817,             0.66003,             0.39029,              0.1585,            0.046111,            0.049378,            0.036175,           0.0035796,           0.0035796,             0.03848
                 163,            0.062571,            0.049067,            0.046199,             0.29385,             0.67066,             0.40129,             0.22574,            0.042705,            0.047018,            0.036171,           0.0035744,           0.0035744,            0.038074
                 164,            0.052908,            0.047454,            0.044282,             0.41406,             0.65918,             0.54794,             0.35536,            0.034363,            0.045426,            0.035974,           0.0035689,           0.0035689,            0.037669
                 165,            0.042996,            0.049457,            0.036919,             0.39343,             0.66365,             0.53146,             0.30638,             0.03888,            0.046834,             0.03574,           0.0035631,           0.0035631,            0.037263
                 166,            0.058509,            0.052771,            0.043593,             0.39597,             0.66302,             0.55493,             0.36906,            0.035135,            0.044746,            0.035599,           0.0035571,           0.0035571,            0.036857
                 167,            0.059741,            0.047423,            0.050854,              0.3589,             0.78532,             0.54418,             0.29628,            0.034601,            0.046486,            0.035267,           0.0035507,           0.0035507,            0.036451
                 168,            0.062755,             0.05218,            0.049849,             0.35898,              0.7517,             0.52298,             0.34435,            0.038087,            0.046247,            0.035082,           0.0035441,           0.0035441,            0.036044
                 169,            0.055828,            0.048986,            0.043594,              0.3811,             0.75246,             0.55056,             0.35944,            0.035183,            0.045189,            0.034934,           0.0035372,           0.0035372,            0.035637
                 170,            0.061431,            0.046368,            0.049536,             0.40832,             0.73101,             0.59096,             0.39031,            0.032017,            0.043895,            0.034576,             0.00353,             0.00353,             0.03523
                 171,            0.067956,            0.047521,             0.05065,             0.36684,             0.65818,             0.49715,             0.21791,            0.040727,            0.048547,            0.034517,           0.0035225,           0.0035225,            0.034823
                 172,            0.065418,            0.044559,            0.049848,             0.41562,             0.67601,             0.56334,             0.30709,            0.036488,             0.04578,            0.034459,           0.0035148,           0.0035148,            0.034415
                 173,            0.066464,            0.051343,            0.051582,              0.4633,             0.71706,             0.60491,             0.38542,            0.033656,            0.044206,            0.034357,           0.0035069,           0.0035069,            0.034007
                 174,            0.062051,            0.046892,            0.048068,             0.41259,             0.62827,             0.54791,             0.28768,            0.039636,            0.047627,            0.034206,           0.0034987,           0.0034987,            0.033599
                 175,            0.068686,            0.047699,            0.055468,             0.55215,             0.61883,             0.59925,             0.35904,            0.034886,            0.044473,            0.034274,           0.0034902,           0.0034902,             0.03319
                 176,            0.059002,            0.049971,            0.049525,             0.57447,             0.60561,             0.60443,             0.40329,            0.031073,             0.04371,            0.034352,           0.0034815,           0.0034815,            0.032781
                 177,             0.06733,            0.050251,            0.052544,             0.43328,             0.59636,             0.42335,             0.17856,            0.040385,            0.049263,            0.034212,           0.0034725,           0.0034725,            0.032373
                 178,            0.053731,            0.050338,            0.039337,             0.51053,             0.55078,             0.45993,             0.23812,            0.038288,            0.046605,            0.034057,           0.0034634,           0.0034634,            0.031963
                 179,            0.048546,            0.048562,            0.038311,             0.49308,              0.6087,             0.55382,             0.34386,            0.032477,            0.045061,            0.033534,            0.003454,            0.003454,            0.031554
                 180,            0.050486,            0.045251,            0.038709,             0.49889,             0.61032,             0.57039,             0.32119,            0.039562,            0.047136,            0.033172,           0.0034443,           0.0034443,            0.031144
                 181,            0.057515,            0.048831,            0.044771,             0.50768,             0.67408,             0.59015,              0.3897,            0.034046,            0.045002,            0.032866,           0.0034345,           0.0034345,            0.030734
                 182,            0.039942,            0.047435,            0.033873,             0.52491,             0.70202,             0.59888,             0.28985,            0.038392,            0.048181,            0.032473,           0.0034244,           0.0034244,            0.030324
                 183,            0.044741,             0.05299,            0.033233,             0.43715,             0.71277,             0.61054,             0.36456,            0.037944,            0.045099,            0.032349,           0.0034141,           0.0034141,            0.029914
                 184,            0.048872,            0.047258,            0.034351,             0.46377,               0.713,             0.62918,             0.41648,            0.032933,            0.045779,            0.032309,           0.0034036,           0.0034036,            0.029504
                 185,             0.04657,            0.049801,            0.038346,             0.56954,             0.69495,              0.6224,             0.40826,            0.030344,            0.043039,            0.031949,           0.0033929,           0.0033929,            0.029093
                 186,            0.055509,            0.047409,            0.042121,             0.48497,             0.69434,              0.5724,             0.31245,             0.03764,            0.046587,            0.031812,            0.003382,            0.003382,            0.028682
                 187,            0.060752,            0.047913,            0.040573,             0.54538,             0.69828,               0.631,             0.37206,            0.032567,            0.044085,            0.031648,            0.003371,            0.003371,            0.028271
                 188,            0.051242,            0.049478,            0.040583,             0.52094,             0.70934,             0.62779,             0.39598,             0.03084,            0.042919,            0.031284,           0.0033597,           0.0033597,             0.02786
                 189,            0.057121,            0.051222,            0.040939,             0.43949,             0.70518,             0.49444,              0.2187,            0.043199,             0.04906,            0.031046,           0.0033483,           0.0033483,            0.027448
                 190,            0.052246,            0.047521,            0.037142,             0.45885,             0.70197,             0.55521,             0.29434,            0.039494,            0.046014,            0.030835,           0.0033366,           0.0033366,            0.027037
                 191,            0.051624,            0.051076,            0.040763,             0.56052,             0.70365,             0.66808,             0.41037,             0.03211,            0.044277,            0.030577,           0.0033249,           0.0033249,            0.026625
                 192,            0.056258,            0.050416,            0.040076,             0.55065,             0.72059,             0.64112,             0.36424,             0.03684,            0.045646,             0.03037,           0.0033129,           0.0033129,            0.026213
                 193,            0.056219,            0.050215,            0.039731,             0.57235,             0.72791,             0.68244,             0.45937,            0.032441,            0.043616,            0.030228,           0.0033008,           0.0033008,            0.025801
                 194,            0.044799,            0.046872,            0.035356,              0.6166,             0.69075,              0.6875,             0.42263,            0.033103,            0.045119,            0.029982,           0.0032885,           0.0032885,            0.025389
                 195,            0.048857,            0.043366,            0.036222,             0.56202,             0.71672,             0.70648,             0.47791,            0.032117,            0.043655,            0.029826,           0.0032761,           0.0032761,            0.024976
                 196,            0.058251,            0.052005,            0.040067,             0.55752,              0.7229,             0.69805,             0.40296,            0.033476,            0.044779,            0.029753,           0.0032635,           0.0032635,            0.024564
                 197,            0.052572,            0.052378,             0.03981,             0.51991,             0.75294,             0.69901,             0.43018,            0.033976,            0.044579,            0.029378,           0.0032508,           0.0032508,            0.024151
                 198,            0.055281,            0.048505,            0.039214,             0.50793,              0.7286,             0.70437,             0.38315,            0.036717,             0.04535,            0.029291,            0.003238,            0.003238,            0.023738
                 199,            0.049141,            0.053588,            0.034788,             0.66993,             0.68152,             0.72132,             0.47331,            0.030516,            0.043656,            0.029193,           0.0032251,           0.0032251,            0.023325
                 200,            0.044416,             0.04698,            0.035315,             0.56371,             0.76683,             0.72713,             0.49497,            0.029317,            0.042468,            0.028839,            0.003212,            0.003212,            0.022912
                 201,            0.050245,            0.040055,            0.033935,             0.43631,             0.73095,              0.5312,             0.31017,            0.044997,            0.049463,            0.028677,           0.0031988,           0.0031988,            0.022499
                 202,            0.074394,            0.053263,            0.045381,             0.43308,             0.74543,             0.58085,             0.35224,            0.044331,            0.046403,            0.028562,           0.0031855,           0.0031855,            0.022086
                 203,            0.059094,            0.055505,            0.037419,             0.51037,             0.81388,             0.72812,             0.48555,            0.031233,            0.043774,            0.028723,           0.0031721,           0.0031721,            0.021672
                 204,            0.059969,            0.049096,            0.038512,             0.54028,             0.74659,             0.69767,             0.34561,            0.039046,            0.047535,            0.028575,           0.0031586,           0.0031586,            0.021259
                 205,            0.056755,            0.042167,            0.041744,             0.55087,             0.79243,             0.73428,             0.46754,            0.031717,            0.044466,            0.028454,            0.003145,            0.003145,            0.020845
                 206,            0.051319,             0.04848,             0.03541,             0.56646,             0.80143,             0.73932,             0.47835,            0.031744,            0.044204,            0.028013,           0.0031314,           0.0031314,            0.020431
                 207,            0.053331,            0.048872,            0.036843,             0.48357,             0.79217,             0.71585,             0.40962,            0.035665,            0.045483,            0.027711,           0.0031176,           0.0031176,            0.020018
                 208,            0.060412,            0.046629,            0.041861,              0.5685,             0.75918,             0.75687,             0.48686,            0.032229,            0.043757,            0.027569,           0.0031038,           0.0031038,            0.019604
                 209,            0.058237,            0.047198,            0.040561,             0.65106,             0.76863,              0.7541,             0.50649,            0.031183,            0.043087,            0.027425,           0.0030899,           0.0030899,             0.01919
                 210,            0.061557,            0.047306,             0.03844,             0.59479,             0.76379,             0.75639,             0.50018,            0.030164,             0.04238,            0.027307,            0.003076,            0.003076,            0.018776
                 211,            0.066512,            0.048431,            0.042841,             0.60186,             0.76182,             0.76283,             0.49947,            0.030838,            0.042725,            0.027232,            0.003062,            0.003062,            0.018362
                 212,            0.057664,            0.040571,            0.038314,             0.58492,              0.7635,             0.76232,             0.50143,            0.030448,            0.042459,            0.027105,           0.0030479,           0.0030479,            0.017948
                 213,             0.05962,            0.048589,            0.041646,              0.5924,             0.76838,             0.77299,              0.5238,            0.029852,            0.042047,            0.026966,           0.0030339,           0.0030339,            0.017534
                 214,            0.054856,            0.046839,            0.042558,             0.58701,             0.77434,             0.77941,             0.50154,            0.030701,            0.042341,            0.026764,           0.0030197,           0.0030197,             0.01712
                 215,             0.06072,            0.047338,            0.039768,             0.58733,             0.72526,             0.76956,             0.49844,            0.030868,            0.042527,            0.026763,           0.0030056,           0.0030056,            0.016706
                 216,            0.057974,            0.046581,            0.038771,             0.79292,             0.60664,             0.77442,             0.49826,            0.030962,             0.04225,             0.02662,           0.0029914,           0.0029914,            0.016291
                 217,            0.056867,            0.045697,            0.036451,             0.54377,             0.79752,             0.76724,             0.48966,            0.031577,            0.042498,            0.026459,           0.0029772,           0.0029772,            0.015877
                 218,            0.057652,            0.047141,            0.037764,             0.58876,             0.79511,             0.77751,             0.51575,            0.030427,            0.042258,            0.026266,            0.002963,            0.002963,            0.015463
                 219,            0.062636,            0.051786,             0.04513,             0.59626,             0.74463,             0.77284,             0.48185,            0.032076,            0.043159,            0.026169,           0.0029488,           0.0029488,            0.015049
                 220,            0.056222,            0.047131,            0.035668,             0.56631,             0.77491,             0.76913,             0.50304,            0.030209,            0.041974,            0.026065,           0.0029346,           0.0029346,            0.014635
                 221,            0.047355,            0.044665,            0.032821,               0.601,             0.78193,             0.78639,             0.53107,            0.030496,            0.042406,            0.025941,           0.0029204,           0.0029204,             0.01422
                 222,            0.060397,            0.045602,            0.034735,              0.6087,             0.77833,             0.79508,             0.54147,            0.029764,             0.04201,            0.025825,           0.0029063,           0.0029063,            0.013806
                 223,            0.045262,            0.044627,            0.030628,             0.59289,             0.77638,             0.78334,             0.50415,            0.031929,            0.042606,            0.025753,           0.0028921,           0.0028921,            0.013392
                 224,            0.051535,            0.047489,            0.035511,              0.6277,             0.79387,              0.8024,             0.56411,            0.028871,            0.041721,            0.025567,            0.002878,            0.002878,            0.012978
                 225,            0.057051,            0.046572,             0.03466,             0.58587,              0.7936,             0.77966,             0.47463,            0.034077,            0.044025,            0.025474,           0.0028639,           0.0028639,            0.012564
                 226,            0.056392,            0.046435,            0.032648,             0.61743,             0.80978,             0.80361,             0.56524,            0.028581,             0.04179,            0.025444,           0.0028499,           0.0028499,             0.01215
                 227,            0.064344,            0.045689,            0.042539,             0.63231,             0.81399,             0.80651,             0.57623,            0.029242,            0.041937,            0.025291,           0.0028359,           0.0028359,            0.011736
                 228,            0.042223,             0.05105,            0.030751,              0.6342,             0.81085,             0.80493,             0.53456,            0.029278,            0.042308,            0.025148,            0.002822,            0.002822,            0.011322
                 229,            0.053603,            0.044807,            0.035344,             0.62235,             0.81497,             0.80389,             0.53377,             0.03184,            0.042797,            0.025056,           0.0028081,           0.0028081,            0.010908
                 230,            0.045884,            0.048325,            0.029199,             0.61845,             0.81282,             0.80949,             0.53595,            0.030845,              0.0423,            0.024918,           0.0027943,           0.0027943,            0.010494
                 231,            0.066062,            0.045069,            0.036198,             0.63684,             0.81282,             0.81251,             0.52914,             0.03193,            0.042878,            0.024822,           0.0027806,           0.0027806,            0.010081
                 232,            0.038906,            0.046953,            0.026179,             0.67048,             0.78958,             0.82423,             0.55978,            0.029253,            0.041833,            0.024714,            0.002767,            0.002767,            0.009667
                 233,            0.061152,            0.047678,            0.039872,             0.68639,             0.79434,             0.82301,              0.5506,            0.031043,            0.042508,            0.024607,           0.0027534,           0.0027534,           0.0092534
                 234,            0.061996,            0.045141,            0.042274,             0.70729,             0.77532,             0.83108,             0.55941,            0.030386,            0.042192,            0.024497,             0.00274,             0.00274,             0.00884
                 235,            0.053923,            0.045448,            0.034495,             0.70104,              0.7852,             0.83851,             0.58968,            0.029493,            0.042008,            0.024383,           0.0027266,           0.0027266,           0.0084266
                 236,            0.037656,            0.046032,            0.026043,             0.72456,             0.76822,             0.84817,             0.56138,            0.030686,            0.043105,            0.024265,           0.0027134,           0.0027134,           0.0080134
                 237,            0.053042,            0.045183,            0.033934,             0.72723,             0.76619,             0.84999,             0.54534,             0.03203,            0.043463,            0.024199,           0.0027003,           0.0027003,           0.0076003
                 238,            0.044268,            0.046635,             0.03002,              0.7289,             0.77535,             0.86162,              0.5711,            0.029907,            0.042785,            0.024149,           0.0026873,           0.0026873,           0.0071873
                 239,             0.04777,            0.047363,            0.033264,             0.73949,              0.7759,             0.86289,             0.60535,            0.029048,            0.041937,             0.02409,           0.0026744,           0.0026744,           0.0067744
                 240,            0.044059,            0.045259,            0.029834,             0.74713,             0.77504,             0.86499,               0.562,             0.03131,            0.043108,            0.023974,           0.0026617,           0.0026617,           0.0063617
                 241,            0.038998,             0.04492,            0.025803,             0.76307,             0.77596,             0.86742,             0.58228,            0.030221,            0.042251,            0.023841,           0.0026491,           0.0026491,           0.0059491
                 242,            0.049553,            0.045428,            0.035229,             0.72754,             0.80792,             0.86853,             0.55704,            0.031555,            0.042799,            0.023782,           0.0026367,           0.0026367,           0.0055367
                 243,            0.061269,            0.040999,             0.04029,             0.74845,              0.8024,             0.87215,             0.60246,            0.029364,            0.041559,            0.023686,           0.0026244,           0.0026244,           0.0051244
                 244,            0.050287,            0.047553,            0.033359,             0.74565,             0.79967,             0.87482,             0.57149,            0.030458,            0.042387,            0.023557,           0.0026123,           0.0026123,           0.0047123
                 245,             0.03855,            0.046923,            0.025243,             0.76408,             0.79251,             0.87527,             0.61168,            0.028828,            0.041417,            0.023437,           0.0026003,           0.0026003,           0.0043003
                 246,            0.044211,            0.042448,            0.027901,             0.71032,             0.81148,             0.88029,             0.55378,            0.032185,            0.043371,            0.023245,           0.0025886,           0.0025886,           0.0038886
                 247,            0.042487,             0.04432,            0.028433,             0.77347,             0.77675,             0.88017,             0.60307,            0.029178,            0.041922,            0.023074,            0.002577,            0.002577,            0.003477
                 248,            0.040235,            0.047894,            0.025198,             0.80394,             0.76284,             0.88439,              0.5944,            0.029887,            0.042037,            0.022904,           0.0025657,           0.0025657,           0.0030657
                 249,            0.041195,            0.043946,            0.028082,             0.77246,             0.77851,             0.88335,             0.57561,            0.030463,            0.042174,            0.022744,           0.0025545,           0.0025545,           0.0026545
                 250,            0.062778,            0.041873,            0.040315,             0.73771,             0.81169,             0.89009,             0.60775,             0.02977,             0.04177,            0.022611,           0.0025359,           0.0025359,           0.0025359
                 251,            0.046599,            0.048016,            0.029046,             0.77308,             0.78695,             0.88869,             0.59852,            0.029511,            0.041429,            0.022498,           0.0025359,           0.0025359,           0.0025359
                 252,            0.048499,            0.047953,            0.032543,             0.74031,             0.80989,             0.88977,             0.58298,             0.03095,            0.042138,            0.022378,           0.0025151,           0.0025151,           0.0025151
                 253,            0.040751,            0.045779,            0.024775,             0.78265,             0.80318,             0.88829,             0.60935,            0.028822,            0.041183,            0.022285,           0.0024948,           0.0024948,           0.0024948
                 254,            0.038984,            0.046028,            0.023599,              0.7593,             0.80224,             0.89558,             0.59314,            0.030935,            0.041877,            0.022164,           0.0024748,           0.0024748,           0.0024748
                 255,            0.050341,            0.044195,            0.033486,             0.78788,             0.80265,             0.89895,             0.59509,            0.029189,            0.041393,            0.022087,           0.0024552,           0.0024552,           0.0024552
                 256,            0.053871,            0.044278,            0.031421,              0.7651,             0.81663,             0.89997,             0.62112,            0.029484,            0.041374,            0.022021,            0.002436,            0.002436,            0.002436
                 257,            0.048709,            0.051542,            0.030629,             0.75151,             0.81172,             0.89729,             0.58878,            0.029757,            0.041642,            0.021952,           0.0024172,           0.0024172,           0.0024172
                 258,            0.041595,            0.044048,            0.026248,             0.77915,             0.81079,             0.90518,             0.61003,            0.030672,            0.042028,            0.021858,           0.0023987,           0.0023987,           0.0023987
                 259,             0.04531,            0.046866,            0.028397,             0.79468,             0.80943,             0.90486,             0.64385,            0.028088,            0.040717,            0.021763,           0.0023807,           0.0023807,           0.0023807
                 260,            0.041408,            0.043635,            0.026929,             0.78226,             0.80733,               0.906,             0.59557,            0.031104,            0.042454,            0.021644,           0.0023631,           0.0023631,           0.0023631
                 261,            0.048489,            0.044043,            0.028245,             0.80313,              0.8097,             0.91023,             0.63632,            0.028104,            0.041034,             0.02153,           0.0023458,           0.0023458,           0.0023458
                 262,             0.05999,            0.049483,            0.036066,             0.79516,             0.80972,             0.91389,             0.60425,            0.030775,            0.042725,            0.021399,            0.002329,            0.002329,            0.002329
                 263,            0.061981,            0.046122,            0.037036,             0.79959,             0.80818,             0.91582,              0.6402,            0.028476,              0.0412,            0.021272,           0.0023125,           0.0023125,           0.0023125
                 264,            0.039537,            0.038986,            0.023715,              0.8028,             0.81097,             0.91394,             0.61491,            0.029997,            0.042136,            0.021154,           0.0022965,           0.0022965,           0.0022965
                 265,            0.045553,            0.042599,            0.024748,             0.80158,             0.81424,             0.91538,             0.63365,            0.028831,            0.041101,            0.021026,           0.0022809,           0.0022809,           0.0022809
                 266,            0.051771,             0.04628,            0.039431,             0.89734,             0.75848,               0.914,             0.62995,            0.029965,            0.041737,            0.020905,           0.0022657,           0.0022657,           0.0022657
                 267,            0.053605,            0.044462,            0.030183,             0.88248,             0.78359,             0.91838,             0.63921,            0.028551,            0.040817,            0.020804,           0.0022509,           0.0022509,           0.0022509
                 268,            0.038968,            0.049058,            0.022337,             0.88568,             0.78195,             0.91886,             0.61735,            0.030774,            0.042369,            0.020692,           0.0022365,           0.0022365,           0.0022365
                 269,            0.052297,            0.046891,            0.033615,             0.90863,             0.78505,             0.92074,             0.64571,            0.027946,            0.040649,            0.020586,           0.0022225,           0.0022225,           0.0022225
                 270,            0.043084,            0.044523,            0.026706,             0.91267,             0.77679,             0.91794,             0.62391,            0.030569,            0.042231,            0.020476,           0.0022089,           0.0022089,           0.0022089
                 271,            0.044332,            0.042186,            0.025996,             0.91462,             0.79453,             0.92015,             0.63613,            0.028666,            0.041087,            0.020378,           0.0021958,           0.0021958,           0.0021958
                 272,            0.045438,            0.040032,             0.02893,             0.91719,             0.79177,             0.91733,             0.62581,            0.030218,            0.042029,            0.020279,            0.002183,            0.002183,            0.002183
                 273,            0.047585,            0.044803,            0.025435,             0.93404,               0.794,             0.91529,             0.63684,            0.029039,            0.041155,            0.020199,           0.0021707,           0.0021707,           0.0021707
                 274,            0.043214,            0.044808,            0.025973,             0.94272,             0.78457,             0.91828,               0.612,            0.030454,            0.042328,            0.020121,           0.0021588,           0.0021588,           0.0021588
                 275,            0.046168,            0.046072,            0.029928,             0.91921,             0.80399,             0.92178,             0.65019,            0.027883,            0.040779,             0.02005,           0.0021473,           0.0021473,           0.0021473
                 276,            0.035355,            0.047293,            0.021096,              0.9176,             0.80117,             0.92133,             0.61117,            0.030927,            0.042637,            0.019961,           0.0021363,           0.0021363,           0.0021363
                 277,             0.05168,            0.043505,            0.035579,             0.89943,              0.8394,             0.92148,             0.64339,            0.028261,            0.040847,            0.019889,           0.0021257,           0.0021257,           0.0021257
                 278,            0.047916,            0.042938,            0.029388,             0.91747,             0.81164,             0.92103,             0.62131,            0.030488,            0.042302,            0.019803,           0.0021155,           0.0021155,           0.0021155
                 279,            0.049847,            0.041099,            0.027725,             0.92169,             0.81352,             0.92095,             0.64314,            0.028066,             0.04081,            0.019698,           0.0021057,           0.0021057,           0.0021057
                 280,            0.047413,            0.044708,            0.029397,             0.89754,             0.84705,             0.92039,             0.63112,            0.030291,            0.041881,            0.019582,           0.0020963,           0.0020963,           0.0020963
                 281,            0.050533,            0.044363,            0.031814,             0.94904,             0.80536,             0.91705,             0.64838,             0.02853,            0.040911,            0.019485,           0.0020874,           0.0020874,           0.0020874
                 282,              0.0449,            0.044906,            0.025089,             0.92325,             0.83461,             0.91534,             0.63654,            0.029232,            0.041305,            0.019404,           0.0020789,           0.0020789,           0.0020789
                 283,            0.036882,            0.044105,            0.021876,             0.94534,             0.81483,             0.91421,              0.6541,            0.028318,            0.040594,            0.019308,           0.0020709,           0.0020709,           0.0020709
                 284,            0.042546,            0.046757,            0.025613,              0.9445,             0.81384,             0.91349,             0.62047,            0.029772,            0.041655,            0.019216,           0.0020632,           0.0020632,           0.0020632
                 285,            0.058969,            0.046353,            0.033298,              0.9434,             0.81422,             0.91184,             0.64905,            0.028364,            0.040564,            0.019154,            0.002056,            0.002056,            0.002056
                 286,            0.059414,             0.04192,            0.028527,             0.94452,             0.80909,              0.9116,             0.60816,            0.030728,            0.042321,             0.01907,           0.0020492,           0.0020492,           0.0020492
                 287,            0.057606,            0.048958,            0.032338,             0.94265,             0.81955,              0.9133,             0.64291,            0.028048,            0.040576,            0.018994,           0.0020429,           0.0020429,           0.0020429
                 288,            0.059745,            0.049003,             0.03857,             0.94334,             0.81668,             0.91596,             0.63629,            0.029143,            0.041195,            0.018903,            0.002037,            0.002037,            0.002037
                 289,            0.048928,             0.04214,             0.02896,             0.94117,             0.82456,             0.92006,             0.63667,            0.028443,            0.040766,            0.018832,           0.0020315,           0.0020315,           0.0020315
                 290,            0.053975,            0.041195,            0.031965,             0.94683,             0.82658,             0.92773,             0.63653,             0.02989,            0.041857,            0.018749,           0.0020265,           0.0020265,           0.0020265
                 291,            0.049151,            0.045692,            0.029687,             0.94511,             0.83331,             0.92993,             0.64184,            0.028434,            0.040832,            0.018696,           0.0020219,           0.0020219,           0.0020219
                 292,            0.042552,            0.043185,            0.024212,             0.94523,             0.81769,             0.93357,             0.65322,            0.029383,            0.041442,            0.018616,           0.0020178,           0.0020178,           0.0020178
                 293,              0.0487,            0.041959,            0.028455,             0.95943,             0.81337,             0.93437,             0.65767,            0.028227,            0.040327,            0.018527,            0.002014,            0.002014,            0.002014
                 294,             0.05461,            0.044074,            0.032378,             0.92204,             0.83717,             0.93046,               0.645,            0.029897,            0.041706,            0.018439,           0.0020107,           0.0020107,           0.0020107
                 295,            0.045449,            0.042347,             0.02663,              0.9572,             0.83298,             0.93422,             0.66426,            0.027676,            0.039967,            0.018365,           0.0020079,           0.0020079,           0.0020079
                 296,            0.045734,            0.040434,            0.024057,             0.95266,             0.83636,             0.93395,             0.65552,            0.029849,            0.041307,            0.018277,           0.0020055,           0.0020055,           0.0020055
                 297,            0.051769,            0.041647,            0.024828,               0.961,             0.83767,             0.93426,             0.67244,            0.027544,            0.039961,            0.018211,           0.0020035,           0.0020035,           0.0020035
                 298,            0.050513,            0.044091,            0.027575,             0.96157,             0.83332,             0.93452,             0.64925,            0.030366,            0.041586,            0.018153,            0.002002,            0.002002,            0.002002
                 299,            0.061389,            0.043465,            0.032376,             0.96887,             0.82255,             0.93295,             0.65825,            0.027786,            0.040226,            0.018166,           0.0020009,           0.0020009,           0.0020009
